carID,price
89856,10261.071939720472
106581,24010.369107749324
80886,13810.174637583168
100174,16937.21907376131
81376,23532.19702183671
85391,10393.834383881229
82175,14878.130385531344
95250,14906.421746375943
85071,5119.675905020161
96210,17017.62498860397
80317,27144.70391298802
92731,21246.244729896807
107704,10360.319172872429
98302,7342.42431999012
107055,22723.569909818172
94621,42061.9943388593
91709,18959.552424188783
98193,47748.74958511473
76189,17991.392276155642
86871,13692.416633276604
102917,6771.148128701723
90923,29108.582990556075
101603,10303.592401452872
94196,21050.70558563773
85174,15934.89397698929
103370,12476.191800102584
107877,16433.269621948974
79567,14464.464756529438
90091,9283.34744952525
76169,13528.086609031967
98708,11130.709782521271
107347,21439.64532773612
89583,9458.768588674242
101591,12381.362014345654
92160,15686.912667564895
99676,11675.939835429823
85354,17268.629339208037
81900,11655.173701249003
80345,22235.491422477022
78509,31957.07917609136
100872,9432.927190522554
95087,28328.1385761503
86027,16337.397846451593
89135,14191.156276836626
80557,26331.45366088372
108092,21448.67993647215
102672,16450.379012647136
83022,8104.611618473467
78398,20239.4033413188
95889,29172.60188965853
81117,45984.278323291255
93730,18736.99577429928
101380,9545.306505466648
81772,27125.596338428386
85304,10905.998419551619
86107,5875.506985744943
88696,16119.666231537425
104350,19984.122053740244
87331,12522.22817897354
85206,16240.462100450017
107445,23205.952395747394
106539,28172.771080306393
98712,21711.34927121495
96875,13233.023772239536
108464,22431.605337076795
99890,7933.29533036835
87771,17154.82390470775
79442,21203.949090447848
84170,10843.908912846919
103045,15238.375273983176
101544,3570.258537599617
77350,10548.467627603039
89225,14744.59857575008
79565,55326.15942406642
82849,10402.592675363037
94360,20319.383610927256
103040,6706.8100083417685
105101,45914.89698612264
97077,11703.94669311326
98674,13042.333138421493
93447,28786.398520388895
84951,20194.543631141976
91953,10431.948645333789
102101,8194.87571121361
92604,30306.935772549394
89010,9445.899697083589
102729,9545.639807985342
88024,10076.604662667845
104367,12133.300469342375
101230,11087.937929527474
82524,19563.718596420953
95279,46565.87872114876
106098,12557.142376657048
89749,8798.311221476857
101277,6699.675533630263
108016,26899.327546724046
81259,25020.081506574435
97434,20665.797445982793
105289,26244.943176715104
103379,10032.00868747017
78317,31561.603944190025
104166,21851.050423458226
106660,31586.07294601112
107490,11776.445433331124
90684,13808.59853352943
90032,6902.765164408137
79481,19286.706607731798
102524,9289.686428779292
100778,17070.7512699962
77810,15022.332209071172
98979,13439.53412057567
76558,18421.506902229678
94550,21254.063821962358
107246,6525.544546376109
77429,25940.820326339708
106105,12426.062920304212
105213,9649.687592909399
102747,10225.316876349705
104958,15422.67878098827
96036,17322.835884333308
92310,22957.77272722982
100837,6569.284430810326
82858,11333.281842375123
90119,10729.588686808895
77304,20593.98306999056
89011,11149.412762723427
84623,16729.007643071927
99665,22620.520783851476
100592,10064.593873396785
82623,10718.006149231964
92035,18336.291902223227
84305,10654.164023090005
92903,7291.906867875943
93398,19490.754822530896
108067,19357.55333636523
85062,8051.512341053638
81727,38311.95093569924
95637,10514.670881300624
89690,8058.552233699559
83240,17552.682890764816
89711,8366.384432332758
96945,10369.53369093592
104924,22761.7712967817
79633,20556.069110593508
89582,4716.3425680055125
98080,7499.73584270301
85992,6660.521705926618
86712,12959.826092505305
105767,13026.309721356785
100590,9027.914982176726
104574,15939.79038430675
97246,12736.493351701509
78141,18921.94078719864
91590,28490.299359187793
80767,13842.987766296757
100344,14486.689790922856
88987,20989.73627496142
96479,21179.131353693363
90598,8879.830979631039
83880,8289.371290849485
86802,14613.331659460837
103078,16098.789233083531
84736,9574.319452498692
84196,2979.278327157502
102062,10134.374888392163
90110,6485.265509540794
102907,11148.63312993194
81776,24846.30787492332
102431,6284.026257476899
80442,14673.61087601841
78656,28503.84454270385
78537,34966.4160437094
102511,8085.64187447161
93612,19683.648775317626
99284,7953.229779011178
96315,15459.127109835863
94305,43084.62539103696
100636,10914.871240249244
81816,14967.162192819183
100352,15980.969996535176
101476,10471.7689305586
93392,32815.399155342246
93995,21978.660611582432
94261,31178.16345941849
89117,15784.369236446168
86506,2375.460395852328
88456,6430.549827812259
84134,10741.815849219696
81088,12133.326113445924
103960,10996.10252372537
84925,12897.267579602007
97306,10157.755979211937
83752,7505.062672732607
100696,4299.718085077041
76472,11871.732090922646
101128,12742.383900740706
105932,14137.966626521798
86416,7325.339203747714
79616,27002.764142105483
83395,14207.564667986844
88734,11326.878852875123
106676,17566.277254751283
102442,10145.233077082321
88761,17642.89210749657
79708,28226.202162741596
96808,18916.120941846366
103755,9427.26840948527
86273,17451.278891996808
97635,27690.829716601373
80797,25360.974805979058
108000,18567.13710076989
95126,38563.28235907946
